Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54785496,Dirty Work: Essential Jobs and the Hidden Toll of Inequality in America,Eyal Press,"Press, Eyal",,"=""0374140189""","=""9780374140182""",0,4.15,"Farrar, Straus and Giroux",Hardcover,303,2021,2021,,2022/02/12,to-read,to-read (#762),to-read,,,,0,0
57648017,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""0063076098""","=""9780063076099""",5,4.49, Dey Street Books ,Hardcover,384,2021,2021,,2021/05/07,"audiobook, biography, library, nonfiction, overdrive","audiobook (#194), biography (#27), library (#175), nonfiction (#75), overdrive (#133)",read,Just read/listen to the book. Dave Grohl tells great stories that spanned the range of emotions. Just excellent.,,,1,0
57693653,"Dilla Time: The Life and Afterlife of J Dilla, the Hip-Hop Producer Who Reinvented Rhythm",Dan Charnas,"Charnas, Dan",Jeff Peretz,"=""0374139946""","=""9780374139940""",0,4.57,MCD,Hardcover,480,2022,,,2022/02/12,to-read,to-read (#761),to-read,,,,0,0
2341065,Under the Boards: The Cultural Revolution in Basketball,Jeffrey Lane,"Lane, Jeffrey",,"=""080328053X""","=""9780803280533""",0,4.00,Bison Books,Paperback,260,2007,2007,,2022/02/12,to-read,to-read (#760),to-read,,,,0,0
58079443,Foreverland: On the Divine Tedium of Marriage,Heather Havrilesky,"Havrilesky, Heather",,"=""0062984462""","=""9780062984463""",0,3.65,Ecco,Hardcover,304,2022,2022,,2022/02/12,to-read,to-read (#759),to-read,,,,0,0
11436186,"TAPE SUCKS: Inside Data Domain, A Silicon Valley Growth Story",Frank Slootman,"Slootman, Frank",,"=""""","=""""",0,4.09,,Kindle Edition,110,,2011,,2022/02/11,to-read,to-read (#758),to-read,,,,0,0
58989290,"Growing Fairly: How to Build Opportunity and Equity in Workforce Development (Brookings / Ash Center Series, ""Innovative Governance in the 21st Century"")",Stephen Goldsmith,"Goldsmith, Stephen",Kate Markin Coleman,"=""0815739486""","=""9780815739487""",0,4.60,Brookings Institution Press,Paperback,280,2022,,,2022/02/11,to-read,to-read (#757),to-read,,,,0,0
50403474,150 Glimpses of the Beatles,Craig  Brown,"Brown, Craig",,"=""0374109311""","=""9780374109318""",0,4.25,"Farrar, Straus and Giroux",Hardcover,592,2020,2020,,2020/09/25,to-read,to-read (#401),to-read,,,,0,0
58097588,American Made: What Happens to People When Work Disappears,Farah Stockman,"Stockman, Farah",,"=""1984801155""","=""9781984801159""",4,4.33,Random House,Hardcover,432,2021,2021,,2021/11/27,"audiobook, library, nonfiction, overdrive","audiobook (#193), library (#174), nonfiction (#74), overdrive (#132)",read,"The author does a good job telling the stories of three people who experience the loss of a job following the closure of their steel plant. The NY Times did plenty of stories during the Trump years about why people in the Midwest voted for Trump, and generally they felt too anecdotal and also too often seemed to ignore the real issue: racism. This book goes deeper than those articles. It confronts the racism, but also addresses the issues of our society as a whole. Closure of manufacturing plants may well have been good for the global economy, but it wasn't for parts of Ohio. All of the stories in the book are heartbreaking at times. They are frustrating. As with other books written since COVID started, you see how existing societal issues have only become much worse much more quickly, and it is maddening.",,,1,0
56898224,Unguarded,Scottie Pippen,"Pippen, Scottie",Michael Arkush,"=""1982165197""","=""9781982165192""",2,3.53,Atria Books,Hardcover,320,2021,2021,,2021/06/09,"audiobook, biography, library, overdrive, sports","audiobook (#192), biography (#26), library (#173), overdrive (#131), sports (#21)",read,"This was a tough one to read. I loved Scottie's stories, bringing back great reminders of watching the 90s Bulls, but everything else surrounding those stories was just...sad. He opens up about his anger toward the Bulls and Michael Jordan, and while some details felt legitimate, it was hard to square his complaints with some of the problems he admits he created as well. I miss watching those teams a lot and am happy we've gotten to learn more about the inner workings of the team in the last couple of years through The Last Dance documentary and books like this, but this was a bit much. I can't help but wonder how much of the call outs of MJ and others were there for the headlines which then ultimately helps to sell books.",,,1,0
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,"=""1942788762""","=""9781942788768""",0,4.10,It Revolution Press,Hardcover,345,2019,2019,,2022/01/27,to-read,to-read (#756),to-read,,,,0,0
26083308,"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",John Allspaw,"Allspaw, John","Gene Kim, Patrick Debois, John Willis, Jez Humble","=""1942788002""","=""9781942788003""",0,4.32,IT Revolution Press,Paperback,437,2016,2015,,2022/01/27,to-read,to-read (#755),to-read,,,,0,0
38714647,Beyond The Phoenix Project: The Origins and Evolution Of DevOps (Official Transcript of The Audio Series),Gene Kim,"Kim, Gene",John Willis,"=""""","=""""",0,4.13,IT Revolution Press,Kindle Edition,281,2018,,,2022/01/27,to-read,to-read (#754),to-read,,,,0,0
50915686,"Wait, I'm the Boss?!?: The Essential Guide for New Managers to Succeed from Day One",Peter Economy,"Economy, Peter",,"=""1632651645""","=""9781632651648""",0,3.40,Career Press,Paperback,208,2020,2020,,2022/01/22,to-read,to-read (#753),to-read,,,,0,0
18505802,"Console Wars: Sega, Nintendo, and the Battle that Defined a Generation",Blake J. Harris,"Harris, Blake J.",,"=""0062276697""","=""9780062276698""",0,3.96,It Books,Hardcover,576,2014,2014,,2022/01/22,to-read,to-read (#752),to-read,,,,0,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",0,4.12,Back Bay Books,Paperback,293,2000,1981,,2022/01/22,to-read,to-read (#751),to-read,,,,0,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2022/01/22,to-read,to-read (#750),to-read,,,,0,0
31450584,Life in Code: A Personal History of Technology,Ellen Ullman,"Ullman, Ellen",,"=""0374534519""","=""9780374534516""",0,3.94,MCD,Hardcover,320,2017,2017,,2022/01/22,to-read,to-read (#749),to-read,,,,0,0
50489327,If Then: How the Simulmatics Corporation Invented the Future,Jill Lepore,"Lepore, Jill",,"=""1631496107""","=""9781631496103""",0,3.73,Liveright,Hardcover,432,2020,2020,,2022/01/22,to-read,to-read (#748),to-read,,,,0,0
50548165,The Secret Life of Groceries: The Dark Miracle of the American Supermarket,Benjamin Lorr,"Lorr, Benjamin",,"=""0553459392""","=""9780553459395""",4,3.97,Avery ,Hardcover,328,2020,2020,,2021/12/20,"audiobook, hoopla, library, nonfiction","audiobook (#191), hoopla (#23), library (#172), nonfiction (#73)",read,,,,1,0
56269121,Profit and Punishment: How America Criminalizes the Poor in the Name of Justice,Tony  Messenger,"Messenger, Tony",,"=""1250274648""","=""9781250274649""",0,4.26,St. Martin's Press,Hardcover,272,2021,2021,,2022/01/21,to-read,to-read (#747),to-read,,,,0,0
36337914,The Divided City: Poverty and Prosperity in Urban America,Alan Mallach,"Mallach, Alan",,"=""1610917812""","=""9781610917810""",0,4.29,Island Press,Paperback,344,2018,,,2022/01/13,to-read,to-read (#746),to-read,,,,0,0
53138030,"The Hospital: Life, Death, and Dollars in a Small American Town",Brian  Alexander,"Alexander, Brian",,"=""1250237351""","=""9781250237354""",5,4.26,St. Martin's Press,Hardcover,320,2021,2021,,2021/04/30,"audiobook, library, nonfiction, overdrive","audiobook (#190), library (#171), nonfiction (#72), overdrive (#130)",read,"If you want to read a feel good book about the history of the US, skip this one. This book reminded me of Color of Law - that book detailed the history of policy that has snowballed to creating horrible housing policy here, this covers health care and is equally as enraging.",,,1,0
57941459,Anthem,Noah Hawley,"Hawley, Noah",,"=""1538711516""","=""9781538711514""",0,3.53,Grand Central Publishing,Hardcover,427,2022,2022,,2022/01/09,to-read,to-read (#745),to-read,,,,0,0
33163386,Dogs: From Predator to Protector,Andy Hirsch,"Hirsch, Andy",,"=""1626727678""","=""9781626727670""",4,4.30,First Second,Hardcover,128,2017,2017,,2022/01/02,"book, library, science, kids","book (#10), library (#170), science (#6), kids (#1)",read,"When your 6 year old asks that you read a book so the two of you can discuss, you read that book!",,,1,0
55298348,The Joy of Sweat: The Strange Science of Perspiration,Sarah Everts,"Everts, Sarah",,"=""0393635678""","=""9780393635676""",0,3.82,W. W. Norton  Company,Hardcover,304,2021,2021,,2022/01/01,to-read,to-read (#744),to-read,,,,0,0
53122357,Four Lost Cities: A Secret History of the Urban Age,Annalee Newitz,"Newitz, Annalee",,"=""0393652661""","=""9780393652666""",0,3.80,W. W. Norton  Company,Hardcover,320,2021,2021,,2022/01/01,to-read,to-read (#743),to-read,,,,0,0
56015023,This Is Your Mind on Plants,Michael Pollan,"Pollan, Michael",,"=""0593296907""","=""9780593296905""",0,3.86,Penguin Press,Hardcover,288,2021,2021,,2022/01/01,to-read,to-read (#742),to-read,,,,0,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.20,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2022/01/01,to-read,to-read (#741),to-read,,,,0,0
54455629,"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred",Chanda Prescod-Weinstein,"Prescod-Weinstein, Chanda",,"=""1541724704""","=""9781541724709""",0,4.13,Bold Type Books,Hardcover,320,2021,2021,,2022/01/01,to-read,to-read (#740),to-read,,,,0,0
57423646,Immune: a Journey into the Mysterious System that Keeps You Alive,Philipp Dettmer,"Dettmer, Philipp",,"=""0593241312""","=""9780593241318""",0,4.60,Random House,Hardcover,341,2021,2021,,2022/01/01,to-read,to-read (#739),to-read,,,,0,0
19288230,Scrum: The Art of Doing Twice the Work in Half the Time,Jeff Sutherland,"Sutherland, Jeff",,"=""038534645X""","=""9780385346450""",4,4.16,Crown Business,Hardcover,237,2014,2014,,2021/12/12,"audiobook, business, library, nonfiction, overdrive, technology","audiobook (#189), business (#6), library (#169), nonfiction (#71), overdrive (#129), technology (#4)",read,,,,1,0
18848785,"Convention Center Follies: Politics, Power, and Public Investment in American Cities",Heywood T. Sanders,"Sanders, Heywood T.",,"=""0812209303""","=""9780812209303""",0,3.25,University of Pennsylvania Press,ebook,528,2014,2014,,2021/12/27,to-read,to-read (#738),to-read,,,,0,0
32920291,Something Beautiful Happened: A Story of Survival and Courage in the Face of Evil,Yvette Manessis Corporon,"Corporon, Yvette Manessis",,"=""""","=""""",0,3.75,Howard Books,Hardcover,320,2017,2018,,2021/12/26,to-read,to-read (#737),to-read,,,,0,0
53263732,The Affordable City: Strategies for Putting Housing Within Reach (and Keeping it There),Shane Phillips,"Phillips, Shane",,"=""1642831336""","=""9781642831337""",0,4.25,Island Press,Paperback,280,2020,,,2021/12/26,to-read,to-read (#736),to-read,,,,0,0
54776112,"How to Watch Basketball Like a Genius: What Game Designers, Economists, Ballet Choreographers, and Theoretical Astrophysicists Reveal About the Greatest Game on Earth",Nick  Greene,"Greene, Nick",,"=""1419744801""","=""9781419744808""",5,3.90,Harry N. Abrams,Hardcover,320,2021,,,2021/10/23,,,read,,,,1,0
56898218,Where Tomorrows Aren't Promised: A Memoir of Survival and Hope,Carmelo Anthony,"Anthony, Carmelo",D. Watkins,"=""1982160594""","=""9781982160593""",4,4.08,Gallery Books,Hardcover,208,2021,,,2021/08/24,"audiobook, nonfiction, overdrive, sports","audiobook (#188), nonfiction (#70), overdrive (#128), sports (#20)",read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.98,Signet Classics,Mass Market Paperback,128,1996,1945,,2021/12/25,"audiobook, fiction, library, overdrive","audiobook (#187), fiction (#17), library (#168), overdrive (#127)",read,,,,1,0
58205640,Murder at the Mansions,Sara Rosett,"Rosett, Sara",,"=""1950054403""","=""9781950054404""",0,4.11,McGuffin Ink,Paperback,282,2022,2022,,2021/12/12,to-read,to-read (#735),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2021/11/29,to-read,to-read (#734),to-read,,,,0,0
49814857,The 1619 Project,Nikole Hannah-Jones,"Hannah-Jones, Nikole",,"=""""","=""""",0,4.52,,,98,2019,,,2020/09/23,to-read,to-read (#393),to-read,,,,0,0
42348376,Secrets of Sand Hill Road: Venture Capital and How to Get It,Scott Kupor,"Kupor, Scott",,"=""059308358X""","=""9780593083581""",4,4.24,Portfolio,Hardcover,320,2019,2019,2021/01/01,2021/11/27,"audiobook, overdrive, business","audiobook (#186), overdrive (#126), business (#5)",read,,,,1,0
35791970,"Golden Days: West's Lakers, Steph's Warriors, and the California Dreamers Who Reinvented Basketball",Jack McCallum,"McCallum, Jack",,"=""0399179070""","=""9780399179075""",4,4.03,Ballantine Books,Hardcover,336,2017,,2021/01/01,2021/11/27,"audiobook, library, overdrive, sports","audiobook (#185), library (#167), overdrive (#125), sports (#19)",read,,,,1,0
75408,Playing for Keeps: Michael Jordan and the World He Made,David Halberstam,"Halberstam, David",,"=""0767904443""","=""9780767904445""",5,4.27,Crown Publishing Group (NY),Paperback,448,2000,1999,2021/01/01,2021/11/27,"audiobook, audible, sports, nonfiction","audiobook (#184), audible (#33), sports (#18), nonfiction (#69)",read,,,,1,0
58214503,The Insecure Mind of Sergei Kraev,Eric Silberstein,"Silberstein, Eric",,"=""""","=""""",5,4.21,Liu Book Group,Kindle Edition,392,2021,2021,2021/11/27,2021/09/30,"hoopla, fiction, science-fiction","hoopla (#22), fiction (#16), science-fiction (#1)",read,,,,1,0
56620848,"Raise a Fist, Take a Knee: Race and the Illusion of Progress in Modern Sports",John Feinstein,"Feinstein, John",,"=""0316540935""","=""9780316540933""",0,4.04,"Little, Brown and Company",Hardcover,366,2021,,,2021/11/25,to-read,to-read (#733),to-read,,,,0,0
57191645,State of Terror,Hillary Rodham Clinton,"Clinton, Hillary Rodham",Louise Penny,"=""""","=""""",0,4.11,Simon & Schuster,Kindle Edition,506,2021,2021,,2021/11/16,to-read,to-read (#732),to-read,,,,0,0
56898257,You Can’t Be Serious,Kal Penn,"Penn, Kal",,"=""1982171383""","=""9781982171384""",0,4.21,Gallery Books,Hardcover,368,2021,2021,,2021/11/02,to-read,to-read (#731),to-read,,,,0,0
17167084,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise Penny,"Penny, Louise",,"=""0312655479""","=""9780312655471""",0,4.46,Minotaur Books,Hardcover,405,2013,2013,,2021/10/31,to-read,to-read (#730),to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,4.10,William Morrow,Hardcover,368,2021,2021,,2021/10/31,to-read,to-read (#729),to-read,,,,0,0
58542840,Renegades: Born in the USA,Barack Obama,"Obama, Barack",Bruce Springsteen,"=""0593236319""","=""9780593236314""",0,4.32,Crown Publishing Group (NY),Hardcover,320,2021,2021,,2021/10/23,to-read,to-read (#728),to-read,,,,0,0
58065582,The Nineties: A Book,Chuck Klosterman,"Klosterman, Chuck",,"=""0735217971""","=""9780735217973""",0,3.89,Penguin Press,ebook,384,2022,2022,,2021/10/23,to-read,to-read (#727),to-read,,,,0,0
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.22,Anchor Books,Paperback,368,1999,1997,,2021/10/23,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",0,4.21,Tor Books,Hardcover,444,2020,2020,,2021/10/22,to-read,to-read (#726),to-read,,,,0,0
57064942,"Fail Fast, Learn Faster: Lessons in Data-Driven Leadership in an Age of Disruption, Big Data, and AI",Randy Bean,"Bean, Randy",,"=""1119806232""","=""9781119806233""",0,3.34,Wiley,ebook,,2021,,,2021/10/15,to-read,to-read (#725),to-read,,,,0,0
57423255,Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,Nick Offerman,"Offerman, Nick",,"=""0451485033""","=""9780451485038""",0,3.71,Penguin Audiobooks,Audio CD,11,2021,2021,,2021/10/11,to-read,to-read (#724),to-read,,,,0,0
57168589,The Ultimate Stay-At-Home Dad: Your Essential Manual for Being an Awesome Full-Time Father,Shannon Carpenter,"Carpenter, Shannon",,"=""0143135643""","=""9780143135647""",0,4.25,Penguin Life,Paperback,272,2021,,,2021/10/08,to-read,to-read (#723),to-read,,,,0,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,410,2016,2016,,2021/10/07,to-read,to-read (#722),to-read,,,,0,0
49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",Hank Green,"Green, Hank",,"=""152474347X""","=""9781524743475""",5,4.25,Dutton,Hardcover,452,2020,2020,,2021/08/22,"audiobook, fiction, library, overdrive","audiobook (#183), fiction (#15), library (#166), overdrive (#124)",read,,,,1,0
18616975,"Off to Be the Wizard (Magic 2.0, #1)",Scott  Meyer,"Meyer, Scott",,"=""1612184715""","=""9781612184715""",0,3.99,47North,Paperback,373,2014,2013,,2021/09/30,to-read,to-read (#721),to-read,,,,0,0
43319933,Every Tool's a Hammer: Life Is What You Make It,Adam Savage,"Savage, Adam",,"=""1982113499""","=""9781982113490""",0,4.16,Atria Books,ebook,320,2019,2019,,2021/09/30,to-read,to-read (#720),to-read,,,,0,0
56896076,How to Save a Life: The Inside Story of Grey's Anatomy,Lynette Rice,"Rice, Lynette",,"=""1250272009""","=""9781250272003""",0,3.67,St. Martin's Press,Hardcover,320,2021,2021,,2021/09/30,to-read,to-read (#719),to-read,,,,0,0
24233708,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,"=""""","=""""",5,4.04,Dutton,Kindle Edition,343,2018,2018,,2021/08/22,"audiobook, fiction, library, overdrive","audiobook (#182), fiction (#14), library (#165), overdrive (#123)",read,,,,1,0
56268827,Let Love Rule,Lenny Kravitz,"Kravitz, Lenny",David Ritz,"=""1250813883""","=""9781250813886""",0,3.85,Picador,Paperback,272,2021,2020,,2021/09/27,to-read,to-read (#718),to-read,,,,0,0
55780151,The Platform Economy and the Smart City: Technology and the Transformation of Urban Policy,Austin Zwick,"Zwick, Austin",Zachary Spicer,"=""0228006732""","=""9780228006732""",0,0.0,McGill-Queen's University Press,Hardcover,352,2021,,,2021/09/23,to-read,to-read (#717),to-read,,,,0,0
45732027,Fake Accounts,Lauren Oyler,"Oyler, Lauren",,"=""""","=""9781948226929""",4,2.88,Catapult,Hardcover,272,2021,2021,,2021/07/03,"audiobook, fiction, library, overdrive","audiobook (#181), fiction (#13), library (#164), overdrive (#122)",read,,,,1,0
53968547,The Appalachian Trail: A Biography,Philip D'Anieri,"D'Anieri, Philip",,"=""0358171997""","=""9780358171997""",3,3.59,Mariner Books,Hardcover,272,2021,,,2021/08/02,"audiobook, library, nonfiction, overdrive","audiobook (#180), library (#163), nonfiction (#68), overdrive (#121)",read,,,,1,0
54895271,Stampede: Gold Fever and Disaster in the Klondike,Brian Castner,"Castner, Brian",,"=""0385544502""","=""9780385544504""",4,4.09,Doubleday Books,Hardcover,269,2021,2021,,2021/05/05,"audiobook, library, nonfiction, overdrive","audiobook (#179), library (#162), nonfiction (#67), overdrive (#120)",read,,,,1,0
56668328,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316296619""","=""9780316296618""",4,4.03,"Little, Brown and Company",Hardcover,256,2021,2021,,2021/04/30,"audiobook, library, nonfiction","audiobook (#178), library (#161), nonfiction (#66)",read,,,,1,0
48932357,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty",Jeff Pearlman,"Pearlman, Jeff",,"=""1328530000""","=""9781328530004""",5,4.27,Mariner Books,Hardcover,426,2020,2020,,2020/02/11,"audiobook, library, nonfiction, sports","audiobook (#177), library (#160), nonfiction (#65), sports (#17)",read,,,,1,0
56382402,System Error: Where Big Tech Went Wrong and How We Can Reboot,Rob Reich,"Reich, Rob","Mehran Sahami, Jeremy M. Weinstein","=""006306488X""","=""9780063064881""",0,3.89,Harper,Hardcover,352,2021,2021,,2021/09/19,to-read,to-read (#716),to-read,,,,0,0
56898262,State of Terror,Hillary Rodham Clinton,"Clinton, Hillary Rodham",Louise Penny,"=""198217367X""","=""9781982173678""",0,4.11,Simon & Schuster,Hardcover,495,2021,2021,,2021/09/19,to-read,to-read (#715),to-read,,,,0,0
11865558,Venture Deals,Brad Feld,"Feld, Brad",Jason Mendelson,"=""0470929820""","=""9780470929827""",0,4.10,John Wiley & Sons,Hardcover,219,2011,2011,,2021/09/18,to-read,to-read (#714),to-read,,,,0,0
11366506,"The Business of Venture Capital: Insights from Leading Practitioners on the Art of Raising a Fund, Deal Structuring, Value Creation, and Exit Strategies",Mahendra Ramsinghani,"Ramsinghani, Mahendra",,"=""0470874449""","=""9780470874448""",0,4.32,John Wiley & Sons,Hardcover,392,2011,2011,,2021/09/18,to-read,to-read (#713),to-read,,,,0,0
34467030,Troublemakers: Silicon Valley's Coming of Age,Leslie Berlin,"Berlin, Leslie",,"=""1451651503""","=""9781451651508""",0,4.09,Simon  Schuster,Hardcover,512,2017,2017,,2021/09/18,to-read,to-read (#712),to-read,,,,0,0
324735,eBoys: The First Inside Account of Venture Capitalists at Work,Randall E. Stross,"Stross, Randall E.",,"=""0345428897""","=""9780345428899""",0,4.03,Ballantine Books,Paperback,352,2001,2000,,2021/09/18,to-read,to-read (#711),to-read,,,,0,0
54626223,"Harlem Shuffle (Ray Carney, #1)",Colson Whitehead,"Whitehead, Colson",,"=""0385545134""","=""9780385545136""",0,3.75,Doubleday,Hardcover,318,2021,2021,,2021/09/14,to-read,to-read (#710),to-read,,,,0,0
56645952,The Matter of Black Lives: Writing from The New Yorker,Jelani Cobb,"Cobb, Jelani",David Remnick,"=""0063017598""","=""9780063017597""",0,4.51,Ecco,Hardcover,848,2021,2021,,2021/09/11,to-read,to-read (#709),to-read,,,,0,0
50344038,War: How Conflict Shaped Us,Margaret MacMillan,"MacMillan, Margaret",,"=""1984856138""","=""9781984856135""",0,3.56,Random House,Hardcover,336,2020,2020,,2021/09/09,to-read,to-read (#708),to-read,,,,0,0
19083643,The Book: Playing the Percentages in Baseball,Tom M. Tango,"Tango, Tom M.","Mitchel Lichtman, Andrew Dolphin, Pete Palmer","=""""","=""""",0,4.08,TMA PRESS,Kindle Edition,470,2013,2006,,2019/03/25,to-read,to-read (#68),to-read,,,,0,0
57974726,On Animals,Susan Orlean,"Orlean, Susan",,"=""""","=""""",0,3.81,Avid Reader Press,Kindle Edition,247,2021,2021,,2021/09/08,to-read,to-read (#707),to-read,,,,0,0
55467212,Last Best Hope: America in Crisis and Renewal,George Packer,"Packer, George",,"=""0374603669""","=""9780374603663""",0,4.09,"Farrar, Straus and Giroux",Hardcover,240,2021,2021,,2021/09/07,to-read,to-read (#706),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.37,Ecco,Paperback,378,2012,2011,,2021/09/06,to-read,to-read (#705),to-read,,,,0,0
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222355""","=""9780735222359""",0,4.25,Viking,Hardcover,576,2021,2021,,2021/09/03,to-read,to-read (#704),to-read,,,,0,0
54609485,"The Promise of Access: Technology, Inequality, and the Political Economy of Hope",Daniel Greene,"Greene, Daniel",,"=""0262542331""","=""9780262542333""",0,4.49,MIT Press,Paperback,272,2021,,,2021/09/02,to-read,to-read (#703),to-read,,,,0,0
58894073,The Bookish Sleuth: Mystery Reader’s Journal and Planner (2022),NOT A BOOK,"BOOK, NOT A",,"=""1950054466""","=""9781950054466""",0,4.50,McGuffin Ink,Hardcover,186,2021,,,2021/09/02,to-read,to-read (#702),to-read,,,,0,0
56824077,Allow Me to Retort: A Black Guy's Guide to the Constitution,Elie Mystal,"Mystal, Elie",,"=""1620976900""","=""9781620976906""",0,4.61,New Press,ebook,257,2022,2022,,2021/09/01,to-read,to-read (#701),to-read,,,,0,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.02,Spectra,Kindle Edition,559,2003,1992,,2021/09/01,to-read,to-read (#700),to-read,,,,0,0
46041168,Hurricane Season,Fernanda Melchor,"Melchor, Fernanda",Sophie Hughes,"=""0811228037""","=""9780811228039""",0,4.08,New Directions,Hardcover,224,2020,2017,,2021/08/27,to-read,to-read (#698),to-read,,,,0,0
57505850,Unrequited Infatuations: A Memoir,Stevie Van Zandt,"Zandt, Stevie Van",,"=""1549190865""","=""9781549190865""",0,4.02,Hachette Books,Audiobook,,2021,2021,,2021/08/26,to-read,to-read (#697),to-read,,,,0,0
42480560,Soft City: Building Density for Everyday Life,David    Sim,"Sim, David",,"=""1642830186""","=""9781642830187""",0,4.36,Island Press,Paperback,256,2019,2019,,2021/08/25,to-read,to-read (#696),to-read,,,,0,0
55655108,Wayward: A novel,Dana Spiotta,"Spiotta, Dana",,"=""0593318730""","=""9780593318737""",0,3.32,Knopf,Hardcover,288,2021,2021,,2021/08/24,to-read,to-read (#695),to-read,,,,0,0
51183428,The Love Songs of W.E.B. Du Bois,Honorée Fanonne Jeffers,"Jeffers, Honorée Fanonne",,"=""006294293X""","=""9780062942937""",0,4.52,Harper ,Hardcover,816,2021,2021,,2021/08/24,to-read,to-read (#694),to-read,,,,0,0
42950440,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.30,Audible Studios,Audible Audio,17,2020,2020,,2021/08/22,to-read,to-read (#693),to-read,,,,0,0
33395557,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.37,Audible Studios,Audible Audio,9,2017,2017,,2021/08/22,to-read,to-read (#691),to-read,,,,0,0
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.41,Worldbuilders Press,Kindle Edition,336,2017,2017,,2021/08/22,to-read,to-read (#692),to-read,,,,0,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.28,Worldbuilders Press,Kindle Edition,400,2016,2016,,2021/08/22,to-read,to-read (#690),to-read,,,,0,0
24040541,Shaker,Scott Frank,"Frank, Scott",,"=""0385350031""","=""9780385350037""",4,3.73,Knopf,Hardcover,335,2016,2015,,2021/07/03,"audiobook, library, overdrive","audiobook (#176), library (#159), overdrive (#119)",read,,,,1,0
57355838,Please Scream Inside Your Heart: Breaking News and Nervous Breakdowns in the Year that Wouldn't End,Dave Pell,"Pell, Dave",,"=""0306847396""","=""9780306847394""",0,4.12,Hachette Go,Hardcover,368,2021,2021,,2021/08/12,to-read,to-read (#689),to-read,,,,0,0
56221013,Giannis: The Improbable Rise of an NBA MVP,Mirin Fader,"Fader, Mirin",,"=""0306924129""","=""9780306924125""",0,4.42,Hachette Books,Hardcover,400,2021,2021,,2021/08/10,to-read,to-read (#688),to-read,,,,0,0
55959534,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty",Jeff Pearlman,"Pearlman, Jeff",,"=""0358627966""","=""9780358627968""",0,4.27,Mariner Books,Paperback,448,2021,2020,,2021/08/08,to-read,to-read (#687),to-read,,,,0,0
